1 2 3
-0.023 -0.025 0.029
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.024 0.029
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.030
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.024 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.024 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.025 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.025 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.025 0.031
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.025 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.025 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.025 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.026 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.026 0.032
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.026 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.027 0.033
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.027 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.028 0.034
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.028 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.035
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.036
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.037
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.027 0.038
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.039
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.026 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.027 0.040
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.028 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.041
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.029 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.030 0.042
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.030 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.032 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.031 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.032 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.032 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.032 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.043
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.032 0.044
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.033 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.033 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.033 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.033 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.033 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.033 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.034 0.045
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.034 0.046
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.034 0.046
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.034 0.046
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.034 0.046
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.034 0.046
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.046
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.048 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.047 -0.036 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.046 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.045 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.035 0.047
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.044 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.043 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.042 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.041 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.034 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.040 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.048
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.033 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.032 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.039 -0.032 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.032 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.032 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.032 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.032 0.049
1 2 3

1 2 3
1 2 3
1 2 3
-0.038 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.037 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.032 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.036 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.035 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.034 -0.031 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.030 0.050
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.033 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.032 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.030 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.031 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.030 -0.029 0.051
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.029 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.029 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
